time,value
2025-08-14T09:28:48.652017175Z,20.700000762939453
2025-08-14T09:29:35.240667966Z,20.600000381469727
2025-08-14T09:29:39.444222766Z,20.700000762939453
2025-08-14T09:29:41.401885737Z,20.600000381469727
2025-08-14T09:29:43.462008462Z,20.700000762939453
2025-08-14T09:29:47.533329934Z,20.600000381469727
2025-08-14T09:29:51.732231866Z,20.700000762939453
2025-08-14T09:29:53.892184267Z,20.600000381469727
2025-08-14T09:30:02.190406277Z,20.700000762939453
2025-08-14T09:30:04.109103421Z,20.600000381469727
2025-08-14T09:30:06.160161101Z,20.700000762939453
2025-08-14T09:30:08.223058321Z,20.600000381469727
2025-08-14T09:31:18.446332217Z,20.5
2025-08-14T09:31:20.498205607Z,20.600000381469727
2025-08-14T09:31:26.661959369Z,20.5
2025-08-14T09:31:30.747341004Z,20.600000381469727
2025-08-14T09:31:32.90578292Z,20.5
2025-08-14T09:31:41.187089715Z,20.600000381469727
2025-08-14T09:31:43.154178129Z,20.5
2025-08-14T09:31:45.291201261Z,20.600000381469727
2025-08-14T09:31:47.430069651Z,20.5
2025-08-14T09:31:53.48029046Z,20.600000381469727
2025-08-14T09:31:55.735205176Z,20.5
2025-08-14T09:32:01.97515315Z,20.600000381469727
2025-08-14T09:32:03.897215229Z,20.5
2025-08-14T09:32:22.458324135Z,20.600000381469727
2025-08-14T09:32:24.525244995Z,20.5
2025-08-14T09:32:30.779254706Z,20.600000381469727
2025-08-14T09:32:32.840245764Z,20.5
2025-08-14T09:32:59.738048211Z,20.399999618530273
2025-08-14T09:33:01.694209861Z,20.5
2025-08-14T09:33:24.43515489Z,20.399999618530273
2025-08-14T09:33:26.462507927Z,20.5
2025-08-14T09:33:30.575117537Z,20.399999618530273
2025-08-14T09:33:36.798042011Z,20.5
2025-08-14T09:33:47.152190854Z,20.399999618530273
2025-08-14T09:33:53.295306998Z,20.5
2025-08-14T09:33:55.336149362Z,20.399999618530273
2025-08-14T09:35:20.030170742Z,20.299999237060547
2025-08-14T09:35:22.111326777Z,20.399999618530273
2025-08-14T09:35:38.647126314Z,20.299999237060547
2025-08-14T09:35:40.822175588Z,20.399999618530273
2025-08-14T09:36:21.978130372Z,20.299999237060547
2025-08-14T09:36:30.155256603Z,20.399999618530273
2025-08-14T09:36:32.306102227Z,20.299999237060547
2025-08-14T09:37:07.44219283Z,20.200000762939453
2025-08-14T09:37:15.742061536Z,20.299999237060547
2025-08-14T09:37:19.830004451Z,20.200000762939453
2025-08-14T09:38:01.096014832Z,20.100000381469727
2025-08-14T09:38:03.148156851Z,20.200000762939453
2025-08-14T09:38:05.284276004Z,20.100000381469727
2025-08-14T09:39:38.176341248Z,20.200000762939453
2025-08-14T09:39:56.707414992Z,20.299999237060547
2025-08-14T09:40:19.444300068Z,20.399999618530273
2025-08-14T09:40:35.912373174Z,20.5
2025-08-14T09:40:58.684615664Z,20.600000381469727
2025-08-14T09:41:11.037755621Z,20.700000762939453
2025-08-14T09:41:13.083994129Z,20.600000381469727
2025-08-14T09:41:15.161776963Z,20.700000762939453
