time,value
2025-08-07T16:03:51.124468407Z,152.23500061035156
2025-08-07T16:03:56.242407624Z,151.80999755859375
2025-08-07T16:04:01.157358567Z,152.2689971923828
2025-08-07T16:04:06.391358278Z,152.69400024414062
2025-08-07T16:04:11.294980606Z,152.2689971923828
2025-08-07T16:04:16.314183582Z,101.93199920654297
2025-08-07T16:04:21.330442807Z,155.58399963378906
2025-08-07T16:04:26.351981407Z,35.37699890136719
2025-08-07T16:04:31.383596374Z,34.78200149536133
2025-08-07T16:04:36.383529097Z,34.61199951171875
2025-08-07T16:04:41.652469259Z,34.527000427246094
2025-08-07T16:04:46.534503247Z,154.34300231933594
2025-08-07T16:04:51.664381217Z,37.36600112915039
2025-08-07T16:04:56.555919614Z,152.69400024414062
2025-08-07T16:05:01.675427695Z,153.98599243164062
2025-08-07T16:05:06.70861475Z,156.0260009765625
2025-08-07T16:05:11.60860063Z,35.37699890136719
2025-08-07T16:05:16.729432533Z,154.7169952392578
2025-08-07T16:05:21.749251564Z,36.07400131225586
2025-08-07T16:05:26.661507944Z,103.12200164794922
2025-08-07T16:05:31.781368107Z,37.62099838256836
2025-08-07T16:05:36.799460395Z,155.63499450683594
2025-08-07T16:06:54.030427982Z,184.36500549316406
2025-08-07T16:06:58.832402935Z,36.992000579833984
2025-08-07T16:07:03.842447929Z,155.48199462890625
2025-08-07T16:07:09.082296011Z,188.156005859375
2025-08-07T16:07:13.889323709Z,187.7480010986328
2025-08-07T16:07:19.030468419Z,188.156005859375
2025-08-07T16:07:24.022485Z,189.43099975585938
2025-08-07T16:07:29.053147403Z,88.73999786376953
2025-08-07T16:07:34.283813613Z,88.62100219726562
2025-08-07T16:07:39.198212755Z,33.03099822998047
2025-08-07T16:07:44.421539483Z,36.125
2025-08-07T16:07:49.221454392Z,157.19900512695312
2025-08-07T16:07:54.34337923Z,189.43099975585938
2025-08-07T16:07:59.253548304Z,768.4000244140625
2025-08-07T16:08:04.373961436Z,34.323001861572266
2025-08-07T16:08:09.621372534Z,89.0459976196289
2025-08-07T16:08:14.421165153Z,51.13600158691406
2025-08-07T16:08:19.43135045Z,73.89900207519531
2025-08-07T16:08:24.451489981Z,468.6390075683594
2025-08-07T16:08:29.483497127Z,96.81500244140625
2025-08-07T16:08:34.611382417Z,96.67900085449219
2025-08-07T16:08:39.813491156Z,778.4810180664062
2025-08-07T16:08:44.621678974Z,187.39100646972656
2025-08-07T16:08:49.63137055Z,89.89600372314453
2025-08-07T16:08:54.775989851Z,100.02799987792969
2025-08-07T16:08:59.662463275Z,96.7979965209961
2025-08-07T16:09:04.781455471Z,91.12000274658203
2025-08-07T16:09:09.807167631Z,97.10399627685547
2025-08-07T16:09:14.817333061Z,56.83100128173828
2025-08-07T16:09:19.834418319Z,35.07099914550781
2025-08-07T16:09:24.962135463Z,187.71400451660156
2025-08-07T16:09:29.86911853Z,89.38600158691406
2025-08-07T16:09:35.094208972Z,96.6449966430664
2025-08-07T16:09:40.027291764Z,96.35600280761719
2025-08-07T16:09:45.246203887Z,96.66200256347656
2025-08-07T16:09:50.054295192Z,769.4539794921875
2025-08-07T16:09:55.059538917Z,35.275001525878906
2025-08-07T16:10:00.396431077Z,186.9320068359375
2025-08-07T16:10:05.194095986Z,48.48400115966797
2025-08-07T16:10:10.226250946Z,773.0239868164062
2025-08-07T16:10:15.342431921Z,769.0969848632812
2025-08-07T16:10:20.364688215Z,11.508999824523926
2025-08-07T16:10:25.476199691Z,466.24200439453125
2025-08-07T16:10:30.396546751Z,15.8100004196167
2025-08-07T16:10:35.404477896Z,44.709999084472656
2025-08-07T16:10:40.634237847Z,795.9400024414062
2025-08-07T16:10:45.546141668Z,772.6329956054688
2025-08-07T16:10:50.674492261Z,774.5029907226562
2025-08-07T16:10:55.684337338Z,186.86399841308594
2025-08-07T16:11:00.799299192Z,799.8159790039062
2025-08-07T16:11:05.816104429Z,187.18699645996094
2025-08-07T16:11:11.056484586Z,771.4429931640625
2025-08-07T16:11:16.05925827Z,769.301025390625
2025-08-07T16:11:21.239384049Z,773.6019897460938
2025-08-07T16:11:27.933245904Z,464.6610107421875
2025-08-07T16:11:31.233025812Z,770.0150146484375
2025-08-07T16:11:36.122002288Z,66.48699951171875
2025-08-07T16:11:41.242028164Z,779.6539916992188
2025-08-07T16:11:46.465180001Z,772.9390258789062
2025-08-07T16:11:51.381260742Z,770.0659790039062
2025-08-07T16:11:56.509123574Z,461.60101318359375
2025-08-07T16:12:01.619950273Z,771.8510131835938
2025-08-07T16:12:06.643843591Z,106.89600372314453
2025-08-07T16:12:11.655193801Z,773.8400268554688
2025-08-07T16:12:16.880925992Z,773.6190185546875
2025-08-07T16:12:21.793897156Z,780.1810302734375
2025-08-07T16:12:26.913465967Z,468.29901123046875
2025-08-07T16:12:31.930143633Z,66.4530029296875
2025-08-07T16:12:36.94813217Z,49.792999267578125
2025-08-07T16:12:41.966048441Z,66.53800201416016
2025-08-07T16:12:46.982921533Z,65.6709976196289
2025-08-07T16:12:52.00189145Z,66.53800201416016
2025-08-07T16:12:57.121084877Z,65.77300262451172
2025-08-07T16:13:02.040069947Z,65.6709976196289
2025-08-07T16:13:07.156072637Z,183.99099731445312
2025-08-07T16:13:12.174204773Z,67.72799682617188
2025-08-07T16:13:17.312020509Z,773.9080200195312
2025-08-07T16:13:22.323925432Z,769.6240234375
2025-08-07T16:13:27.336046152Z,462.1449890136719
2025-08-07T16:13:32.357455927Z,64.82099914550781
2025-08-07T16:13:37.466140396Z,769.9810180664062
2025-08-07T16:13:47.655292727Z,197.08099365234375
2025-08-07T16:13:48.041341879Z,241.72300720214844
2025-08-07T16:13:53.981380624Z,1012.7239990234375
2025-08-07T16:13:57.640131597Z,339.1839904785156
2025-08-07T16:14:04.201115851Z,33.472999572753906
2025-08-07T16:14:08.147049745Z,1012.7750244140625
2025-08-07T16:14:12.811152023Z,302.2770080566406
2025-08-07T16:14:22.435374163Z,123.38600158691406
2025-08-07T16:14:22.855146311Z,468.4179992675781
2025-08-07T16:14:31.634984824Z,667.0289916992188
2025-08-07T16:14:33.809093543Z,1012.843017578125
2025-08-07T16:14:38.201554339Z,409.32598876953125
2025-08-07T16:14:44.297604573Z,789.802978515625
2025-08-07T16:14:48.362172892Z,367.3190002441406
2025-08-07T16:14:53.350348158Z,106.02899932861328
2025-08-07T16:14:58.373957359Z,518.7550048828125
2025-08-07T16:15:03.797014697Z,772.718017578125
2025-08-07T16:15:08.509468922Z,91.697998046875
2025-08-07T16:15:13.530075374Z,857.47998046875
2025-08-07T16:15:18.639686199Z,144.38099670410156
2025-08-07T16:15:23.555157388Z,75.88800048828125
2025-08-07T16:15:29.169472217Z,593.572021484375
2025-08-07T16:15:33.873187315Z,67.66000366210938
2025-08-08T04:35:53.720274096Z,1012.9959716796875
2025-08-08T04:35:58.838353696Z,662.5919799804688
2025-08-08T04:36:03.965140533Z,818.7540283203125
2025-08-08T04:36:08.982325351Z,919.02001953125
2025-08-08T04:36:14.096273904Z,774.2310180664062
2025-08-08T04:36:19.116014617Z,11.763999938964844
2025-08-08T04:36:24.131493444Z,774.2650146484375
2025-08-08T04:36:29.462034899Z,11.848999977111816
2025-08-08T04:36:34.269114134Z,11.746999740600586
2025-08-08T04:36:44.303962785Z,11.321999549865723
2025-08-08T04:36:49.322146374Z,11.746999740600586
2025-08-08T05:07:24.104605168Z,851.2239990234375
2025-08-08T05:07:29.215549197Z,828.4949951171875
2025-08-08T05:07:34.231648012Z,468.0950012207031
2025-08-08T05:07:39.374644743Z,772.1740112304688
2025-08-08T05:07:44.495704186Z,823.4630126953125
2025-08-08T05:07:49.493482794Z,771.9530029296875
2025-08-08T05:07:54.623614784Z,773.2789916992188
2025-08-08T05:07:59.935612761Z,770.8140258789062
2025-08-08T05:08:05.381108622Z,776.2540283203125
2025-08-08T05:08:09.878571943Z,747.677001953125
2025-08-08T05:08:14.894448706Z,773.3469848632812
2025-08-08T05:08:19.905757624Z,772.5139770507812
2025-08-08T05:08:25.042801005Z,807.1090087890625
2025-08-08T05:08:30.061531514Z,782.27197265625
2025-08-08T05:08:35.180558838Z,461.48199462890625
2025-08-08T05:08:40.193817344Z,770.6270141601562
2025-08-08T05:08:46.411590418Z,874.85400390625
2025-08-08T05:08:50.996053576Z,771.4769897460938
2025-08-08T05:08:57.70654351Z,19.516000747680664
2025-08-08T05:09:01.981717446Z,764.8980102539062
2025-08-08T05:09:05.486450168Z,470.5769958496094
2025-08-08T05:09:10.604406188Z,770.1849975585938
2025-08-08T05:09:15.621563188Z,847.416015625
2025-08-08T05:09:20.753635896Z,750.39697265625
2025-08-08T05:09:25.98151665Z,773.9929809570312
2025-08-08T05:09:30.935777634Z,771.052001953125
2025-08-08T05:09:36.02851567Z,557.7020263671875
2025-08-08T05:09:41.02266965Z,771.56201171875
2025-08-08T05:09:46.133885418Z,773.3469848632812
2025-08-08T05:09:52.695392905Z,771.7150268554688
2025-08-08T05:09:58.252648277Z,773.3809814453125
2025-08-08T05:10:02.705528538Z,769.301025390625
2025-08-08T05:10:07.511648076Z,461.2950134277344
2025-08-08T05:10:15.003424376Z,749.427978515625
2025-08-08T05:10:16.805782604Z,773.8909912109375
2025-08-08T05:10:21.890571884Z,773.0070190429688
2025-08-08T05:10:32.046612632Z,774.9450073242188
2025-08-08T05:10:33.651661585Z,770.031982421875
2025-08-08T05:10:37.826573836Z,1013.81201171875
2025-08-08T05:10:43.844480666Z,770.0150146484375
2025-08-08T05:11:55.258402678Z,51.917999267578125
2025-08-08T05:12:00.371643041Z,673.2169799804688
2025-08-08T05:12:05.38630844Z,145.33299255371094
2025-08-08T05:12:10.394421167Z,774.010009765625
2025-08-08T05:12:15.414339789Z,28.525999069213867
2025-08-08T05:12:20.533363476Z,25.874000549316406
2025-08-08T05:12:25.654483742Z,775.35302734375
2025-08-08T05:12:30.571556416Z,460.3940124511719
2025-08-08T05:12:35.68846386Z,26.910999298095703
2025-08-08T05:12:40.926617987Z,758.89697265625
2025-08-08T05:12:45.728628194Z,129.67599487304688
2025-08-08T05:12:50.741728219Z,76.2959976196289
2025-08-08T05:12:55.977311595Z,772.4459838867188
